SECTION,STATION,SIGNAL NAME,CUMMULATIVE DISTANT(IN Meter)
TATA-BSP,LJKR,LJKR ADV STR,282065.44
TATA-BSP,LJKR,GATE SIG,283107.44
TATA-BSP,LJKR,L XING:267,283300.44
TATA-BSP,LJKR,BPH HOME,284303.44
TATA-BSP,LJKR,L XING:268,284551.44
TATA-BSP,BPH,BPH STR,285839.44
TATA-BSP,BPH,BPH ADV STR,286153.44
TATA-BSP,BPH,IB DIST,288562.44
TATA-BSP,BPH,IB INNR DIST,289629.44
TATA-BSP,BPH,IB SIG,290566.44
TATA-BSP,BPH,HGR DIST,295884.44
TATA-BSP,BPH,HGR INNR DIST,296927.44
TATA-BSP,BPH,HGR HOME,297914.44
TATA-BSP,BPH,L XING:274,298181.44
TATA-BSP,HGR,HGR STR,299303.44
TATA-BSP,HGR,HGR ADV STR,299726.44
TATA-BSP,HGR,ACBPL HOME,300962.44
TATA-BSP,ACBPL,ACBPL STR,301589.44
TATA-BSP,ACBPL,GATE SIG,302160.44
TATA-BSP,ACBPL,L XING:276,302352.44
TATA-BSP,ACBPL,DAO DIST,303223.44
TATA-BSP,ACBPL,DAO INNR DIST,304205.44
TATA-BSP,ACBPL,DAO HOME,305187.44
TATA-BSP,DAO,DAO STR,306273.44
TATA-BSP,DAO,DAO ADV STR,306436.44
TATA-BSP,DAO,NEU SEC AHEAD,307840.44
TATA-BSP,DAO,IB DIST,310440.44
TATA-BSP,DAO,IB INNR DIST,311528.44
TATA-BSP,DAO,IB SIG,312496.44
TATA-BSP,DAO,JMG DIST,315373.44
TATA-BSP,DAO,JMG INNR DIST,316331.44
TATA-BSP,DAO,JMG HOME,317293.44
TATA-BSP,JMG,JMG STR,318529.44
TATA-BSP,JMG,JMG ADV STR,319082.44
TATA-BSP,JMG,L XING:281,319180.44
TATA-BSP,JMG,IBH DIST,320118.44
TATA-BSP,JMG,IBH INNR DIST,321193.44
TATA-BSP,JMG,IBH SIG,322173.44
TATA-BSP,JMG,KRL DIST,323259.44
TATA-BSP,JMG,KRL INNR DIST,324310.44
TATA-BSP,JMG,KRL HOME,325222.44
TATA-BSP,JMG,L XING:283,325800.44
TATA-BSP,KRL,KRL STR,326858.44
TATA-BSP,KRL,KRL ADV STR,327167.44
TATA-BSP,KRL,L XING:284,327336.44
TATA-BSP,KRL,IBH DIST,331275.44
TATA-BSP,KRL,IBH INNR DIST,332269.44
TATA-BSP,KRL,IBH SIG,333288.44
TATA-BSP,KRL,GATE SIG,334354.44
TATA-BSP,KRL,L XING:287,334564.44
TATA-BSP,KRL,RIG HOME,335235.44
TATA-BSP,RIG,RIG STR,336873.44
TATA-BSP,RIG,RIG ADV STR,337215.44
TATA-BSP,RIG,JSPL DIST,337954.44
TATA-BSP,RIG,JSPL INNR DIST,338942.44
TATA-BSP,RIG,JSPL HOME,339930.44
TATA-BSP,JSPL,JSPL STR,340951.44
TATA-BSP,JSPL,NEU SEC AHEAD,341279.44
TATA-BSP,JSPL,KDTR INNR DIST,341804.44
TATA-BSP,JSPL,KDTR HOME,342816.44
TATA-BSP,KDTR,KDTR STR,344043.44
TATA-BSP,KDTR,KDTR ADV STR,344660.44
TATA-BSP,KDTR,L XING:293,344903.44
TATA-BSP,KDTR,IB DIST,346927.44
TATA-BSP,KDTR,IB INNR DIST,347931.44
TATA-BSP,KDTR,IBH SIG,348933.44
TATA-BSP,KDTR,BEF INNR DIST,350154.44
TATA-BSP,KDTR,NEU SEC AHEAD,350861.44
TATA-BSP,KDTR,BEF HOME,351186.44
TATA-BSP,KDTR,BEF R HOME,352075.44
TATA-BSP,KDTR,L XING:298,352261.44
TATA-BSP,BEF,BEF STR,353235.44
TATA-BSP,BEF,L XING:299,353350.44
TATA-BSP,BEF,BEF ADV STR,353440.44
TATA-BSP,BEF,GATE DIST,354332.44
TATA-BSP,BEF,GATE INNR DIST,355381.44
TATA-BSP,BEF,GATE SIG,356366.44
TATA-BSP,BEF,L XING:301,356551.44
TATA-BSP,BEF,SPGCL HOME,358181.44
TATA-BSP,SPGCL,SPGCL STR,358967.44
TATA-BSP,SPGCL,L XING:303,359187.44
TATA-BSP,SPGCL,ROB IN DIST,360205.44
TATA-BSP,SPGCL,ROB HOME,361127.44
TATA-BSP,SPGCL,L XING:305,361326.44
TATA-BSP,ROB,ROB STR,362629.44
TATA-BSP,ROB,ROB INT STR,363016.44
TATA-BSP,ROB,ROB ADV STR,363441.44
TATA-BSP,ROB,IB DIST,364939.44
TATA-BSP,ROB,IB INNR DIST,365959.44
TATA-BSP,ROB,NEU SEC AHEAD,366221.44
TATA-BSP,ROB,IB SIG,367185.44
TATA-BSP,ROB,GATE SIG,367669.44
TATA-BSP,ROB,L XING:311,367927.44
TATA-BSP,ROB,KHS INNR DIST,368712.44
TATA-BSP,ROB,KHS HOME,369723.44
TATA-BSP,KHS,KHS STR,371192.44
TATA-BSP,KHS,L XING:313,371325.44
TATA-BSP,KHS,KHS ADV STR,371660.44
TATA-BSP,KHS,JDI DIST,372712.44
TATA-BSP,KHS,JDI INNR DIST,373853.44
TATA-BSP,KHS,JDI HOME,374789.44
TATA-BSP,KHS,L XING:316,375037.44
TATA-BSP,JDI,JDI STR,376142.44
TATA-BSP,JDI,JDI ADV STR,376494.44
TATA-BSP,JDI,NEU SEC AHEAD,377986.44
TATA-BSP,JDI,IB DIST,379757.44
TATA-BSP,JDI,IB INNR DIST,380816.44
TATA-BSP,JDI,IB SIG,381851.44
TATA-BSP,JDI,GATE INNR DIST,383501.44
TATA-BSP,JDI,GATE SIG,384510.44
TATA-BSP,JDI,L XING:320,384748.44
TATA-BSP,JDI,SKT HOME,385013.44
TATA-BSP,JDI,L XING:321,385572.44
TATA-BSP,SKT,SKT STR,386351.44
TATA-BSP,SKT,SKT ADV STR,386784.44
TATA-BSP,SKT,GATE DIST,391610.44
TATA-BSP,SKT,GATE INNR DIST,392607.44
TATA-BSP,SKT,GATE SIG,393585.44
TATA-BSP,SKT,L XING:324,393773.44
TATA-BSP,SKT,IB SIG,393953.44
TATA-BSP,SKT,JETHA,394309.44
TATA-BSP,SKT,GATE DIST,395223.44
TATA-BSP,SKT,GATE INNR DIST,396203.44
TATA-BSP,SKT,GATE SIG,397327.44
TATA-BSP,SKT,L XING:326,397466.44
TATA-BSP,SKT,BUA DIST,398094.44
TATA-BSP,SKT,BUA INNR DIST,399095.44
TATA-BSP,SKT,BUA HOME,400053.44
TATA-BSP,SKT,L XING:328,400525.44
TATA-BSP,BUA,BUA STR,401409.44
TATA-BSP,BUA,BUA ADV STR,402103.44
TATA-BSP,BUA,SGRD DIST,405424.44
TATA-BSP,BUA,SGRD INNR DIST,406436.44
TATA-BSP,BUA,SGRD HOME,407497.44
TATA-BSP,SRGD,SGRD STR,408764.44
TATA-BSP,SRGD,SGRD ADV STR,409090.44
TATA-BSP,SRGD,GATE SIG,410335.44
TATA-BSP,SRGD,L XING:334,412033.44
TATA-BSP,SRGD,GATE INNR DIST,413054.44
TATA-BSP,SRGD,L XING:335,414426.44
TATA-BSP,SRGD,GATE SIG,414482.44
TATA-BSP,SRGD,CPH HOME,414867.44
TATA-BSP,CPH,CPH STR,416791.44
TATA-BSP,CPH,L XING:338,417315.44
TATA-BSP,CPH,CPH ADV STR,417476.44
TATA-BSP,CPH,A:AJ115,418528.44
TATA-BSP,CPH,A:AJ111,419565.44
TATA-BSP,CPH,A:AJ107,420646.44
TATA-BSP,CPH,A:AJ103,421666.44
TATA-BSP,CPH,A:AJ99,422689.44
TATA-BSP,CPH,A:AJ95,423743.44
TATA-BSP,CPH,A:AJ91,425078.44
TATA-BSP,CPH,NIA HOME,426200.44
TATA-BSP,NIA,NIA STR,427754.44
TATA-BSP,NIA,L XING:345,427920.44
TATA-BSP,NIA,NIA ADV STR,428493.44
TATA-BSP,NIA,A:AJ87,429610.44
TATA-BSP,NIA,A:AJ83,430900.44
TATA-BSP,NIA,A:AJ79,432162.44
TATA-BSP,NIA,NEU SEC AHEAD,432881.44
TATA-BSP,NIA,A:AJ75,433587.44
TATA-BSP,NIA,KPNA PH,434258.44
TATA-BSP,NIA,SAG:AJ71,434617.44
TATA-BSP,NIA,L XING:348,434880.44
TATA-BSP,NIA,A:AJ67,436056.44
TATA-BSP,NIA,A:AJ63,437133.44
TATA-BSP,NIA,A:AJ59,438292.44
TATA-BSP,NIA,SAG:AJ55,439384.44
TATA-BSP,NIA,L XING:351,439669.44
TATA-BSP,NIA,A:AJ51,440370.44
TATA-BSP,NIA,AKT HOME,441437.44
TATA-BSP,AKT,AKT STR,442693.44
TATA-BSP,AKT,AKT ADV STR,443048.44
TATA-BSP,AKT,LATIA HOME,443884.44
TATA-BSP,AKT,L XING:354,444597.44
TATA-BSP,LATIA,LATIA STR,444710.44
TATA-BSP,LATIA,A:AJ45,445887.44
TATA-BSP,LATIA,L XING:355,446112.44
TATA-BSP,LATIA,A:AJ41,447196.44
TATA-BSP,LATIA,KTSH,447914.44
TATA-BSP,LATIA,A:AJ37,448421.44
TATA-BSP,LATIA,A:AJ33,449623.44
TATA-BSP,LATIA,A:AJ29,450691.44
TATA-BSP,LATIA,A:AJ25,451986.44
TATA-BSP,LATIA,A:AJ21,453277.44
TATA-BSP,LATIA,JRMG HOME,454683.44
TATA-BSP,LATIA,L XING:360,454897.44
TATA-BSP,JRMG,JRMG STR,455809.44
TATA-BSP,JRMG,JRMG ADV STR,456124.44
TATA-BSP,JRMG,NEU SEC AHEAD,456741.44
TATA-BSP,JRMG,A:AJ17,457439.44
TATA-BSP,JRMG,L XING:361,457642.44
TATA-BSP,JRMG,A:AJ13,458752.44
TATA-BSP,JRMG,A:AJ09,459888.44
TATA-BSP,JRMG,GTW HOME,461137.44
TATA-BSP,JRMG,GTW INT HOME,462210.44
TATA-BSP,GTW,GTW STR,463504.44
TATA-BSP,GTW,GTW ADV STR,463741.44
TATA-BSP,GTW,A:AJ5,465229.44
TATA-BSP,GTW,A:AJ1,466267.44
TATA-BSP,GTW,BSP HOME,467363.44
TATA-BSP,GTW,BSP INT HOME,467749.44
TATA-BSP,BSP,BSP STR,469553.88
BSP-NGP,BSP,BSP STR,0
BSP-NGP,BSP,INT STR,1028.58
BSP-NGP,BSP,INT STR,2774.42
BSP-NGP,BSP,BSP ADV STR,3294.89
BSP-NGP,BSP,NEU SEC AHEAD,3803.54
BSP-NGP,BSP,A:AR1,4236.41
BSP-NGP,BSP,DPH HOME,5184.58
BSP-NGP,DPH,DPH STR,6957.54
BSP-NGP,DPH,DPH ADV STR,7547.43
BSP-NGP,DPH,A:AR5,9293.52
BSP-NGP,DPH,CHBT PH,9909.99
BSP-NGP,DPH,A:AR9,10338.3
BSP-NGP,DPH,A:AR13,11365.73
BSP-NGP,DPH,A:AR17,12422.29
BSP-NGP,DPH,SA G:AR21,13454.23
BSP-NGP,DPH,BYL HOME,14279.71
BSP-NGP,BYL,BYL STR,15865.67
BSP-NGP,BYL,BYL ADV STR,16456.12
BSP-NGP,BYL,SA G:AR25,17165.88
BSP-NGP,BYL,A:AR29,18202.89
BSP-NGP,BYL,A:AR33,19190.55
BSP-NGP,BYL,SA G:AR37,20218.09
BSP-NGP,BYL,DGS HOME,20854.35
BSP-NGP,DGS,DGS STR,22206.27
BSP-NGP,DGS,DGS ADV STR,22785.18
BSP-NGP,DGS,SA G:AR41,23044.56
BSP-NGP,DGS,A:AR45,24244.21
BSP-NGP,DGS,A:AR49,25406.03
BSP-NGP,DGS,A:AR57,26846.74
BSP-NGP,DGS,A:AR61,27886.77
BSP-NGP,DGS,NEU SEC AHEAD,28283.03
BSP-NGP,DGS,A:AR65,29244.6
BSP-NGP,DGS,NPI HOME,30474.27
BSP-NGP,NPI,NPI STR,31984.64
BSP-NGP,NPI,NPI ADV STR,32497.53
BSP-NGP,NPI,GATE DIST,34372.68
BSP-NGP,NPI,GATE INNR DIST,35365.44
BSP-NGP,NPI,GATE SIG,36383.04
BSP-NGP,NPI,IB DIST,38020.16
BSP-NGP,NPI,IB-INR-DIST,39004.2
BSP-NGP,NPI,IBH SIG,40010.09
BSP-NGP,BYT,BYT DISTANT,42756.55
BSP-NGP,BYT,INNR DIST,43811.65
BSP-NGP,BYT,NEU SEC AHEAD,44333.52
BSP-NGP,NPI,BYT HOME,45344.8
BSP-NGP,BYT,BYT STR,46679.55
BSP-NGP,BYT,BYT INT STR,47787.91
BSP-NGP,BYT,BYT ADV STR,48159.08
BSP-NGP,BYT,GATE SIG,49778.56
BSP-NGP,BYT,GATE INNR DIST,50537.23
BSP-NGP,BYT,GATE SIG,51544.94
BSP-NGP,BYT,IB DIST,52548.64
BSP-NGP,BYT,IB-INR-DIST,53591.92
BSP-NGP,BYT,IBH SIG,54623.28
BSP-NGP,HN,HN EAST DIST,56835.9
BSP-NGP,HN,HN INNR DIST,57840.53
BSP-NGP,BYT,HN EAST HOME,59155.92
BSP-NGP,BYT,HN HOME,60617.22
BSP-NGP,HN,HN STR,61788.3
BSP-NGP,HN,HN ADV STR,62392.67
BSP-NGP,HN,GATE SIG,63344.72
BSP-NGP,HN,IB DIST,63991.25
BSP-NGP,HN,IB-INR-DIST,65065.25
BSP-NGP,HN,IBH SIG,66096.55
BSP-NGP,TLD,TLD DISTANT,68782.21
BSP-NGP,TLD,TLD INNR DIST,69859.15
BSP-NGP,TLD,NEU SEC AHEAD,70221.38
BSP-NGP,HN,TLD HOME,71110.71
BSP-NGP,TLD,TLD STR,72582.82
BSP-NGP,TLD,TLD ADV STR,72921.29
BSP-NGP,BKTHE,BKTHE DISTANT,74147.06
BSP-NGP,BKTHE,BKTHE INNR DIST,75121.89
BSP-NGP,TLD,BKTHE HOME,76296.17
BSP-NGP,BKTHE,BKTHE STR,77318.17
BSP-NGP,BKTHE,BKTHW HOME,78776.29
BSP-NGP,BKTHW,BKTHW STR,79539.22
BSP-NGP,BKTHW,GATE SIG,79816.17
BSP-NGP,BKTHW,GATE INNR DIST,81110.15
BSP-NGP,BKTHW,GATE SIG,82189.27
BSP-NGP,BKTHW,IBH SIG,83201.06
BSP-NGP,BKTHW,GATE SIG,84049.73
BSP-NGP,BKTHW,SLH HOME,85448.56
BSP-NGP,SLH,SLH STR,86958.9
BSP-NGP,SLH,SLH ADV STR,87455.68
BSP-NGP,SLH,IB DIST,90914.29
BSP-NGP,SLH,IB-INR-DIST,91940.8
BSP-NGP,SLH,IBH SIG,92951.84
BSP-NGP,MDH,MDH DISTANT,95298.16
BSP-NGP,MDH,MDH INNR DIST,96278.22
BSP-NGP,SLH,MDH HOME,97413.97
BSP-NGP,MDH,MDH STR,98683.1
BSP-NGP,MDH,MDH ADV STR,99180.56
BSP-NGP,MDH,IB DIST,99915.79
BSP-NGP,MDH,IB-INR-DIST,100900.18
BSP-NGP,MDH,IBH SIG,102242.41
BSP-NGP,URK,URK INNR DIST,103172.99
BSP-NGP,URK,NEU SEC AHEAD,103577.65
BSP-NGP,MDH,URK HOME,104330.85
BSP-NGP,URK,URK STR,105999.28
BSP-NGP,URK,URK ADV STR,106533.46
BSP-NGP,URK,GATE INNR,107580.97
BSP-NGP,URK,WRS PH,107984.27
BSP-NGP,URK,GATE SIG,108491.01
BSP-NGP,URK,R HOME,109514.81
BSP-NGP,R,R STR,110949.19
BSP-NGP,R,R ADV STR,111584.18
BSP-NGP,R,A:A401,112712.29
BSP-NGP,R,SRWN PH,113567.97
BSP-NGP,R,SA G:A399,113731.03
BSP-NGP,R,A:A397,114856.71
BSP-NGP,R,SZB HOME,115983.11
BSP-NGP,SZB,SZB STR,117168.14
BSP-NGP,SZB,SZB ADV STR,117768.8
BSP-NGP,SZB,NEU SEC AHEAD,118393.7
BSP-NGP,SZB,A:A395,118905.64
BSP-NGP,SZB,A:A393,119843.33
BSP-NGP,SZB,SA G:A391,121462.69
BSP-NGP,SZB,KMI HOME,121891.2
BSP-NGP,KMI,KMI STR,123242.71
BSP-NGP,KMI,KMI ADV STR,123811.87
BSP-NGP,KMI,A:A389,124997.68
BSP-NGP,KMI,A:A387,126199.2
BSP-NGP,KMI,CCBIN HOME,127288.71
BSP-NGP,CCBIN,CCBIN STR,127804.85
BSP-NGP,CCBIN,GCBIN HOME,128888.83
BSP-NGP,GCBIN,GCBIN STR,129841.53
BSP-NGP,GCBIN,GCBIN ADV STR,130357.17
BSP-NGP,GCBIN,A:A385,131377.7
BSP-NGP,GCBIN,BIA HOME,132696.46
BSP-NGP,BIA,BIA STR,134243.79
BSP-NGP,BIA,BIA ADV STR,134995.42
BSP-NGP,BIA,NEU SEC AHEAD,135584.68
BSP-NGP,BIA,SA G:A379,136442.4
BSP-NGP,BIA,A:A377,137812.21
BSP-NGP,BIA,BPHB PH,138596.21
BSP-NGP,BIA,A:A375,139020.38
BSP-NGP,BIA,A:A373,140302.58
BSP-NGP,BIA,BQR HOME,141487.54
BSP-NGP,BQR,BQR STR,143251.52
BSP-NGP,BQR,BQR ADV STR,143797.14
BSP-NGP,DLBS,DLBS HOME,145283.41
BSP-NGP,DLBS,DURG HOME,146185.52
BSP-NGP,DLBS,DURG INT HOME,146542.22
BSP-NGP,DURG,DURG STR,147886.78
BSP-NGP,DURG,DURG ADV STR,148385.03
BSP-NGP,DURG,SA G:A361,149305.79
BSP-NGP,DURG,SA G:A359,150635.35
BSP-NGP,DURG,A:A357,152461.71
BSP-NGP,DURG,RSM HOME,154115.24
BSP-NGP,RSM,RSM STR,155752.64
BSP-NGP,RSM,RSM ADV STR,156171.23
BSP-NGP,RSM,NEU SEC AHEAD,158003.26
BSP-NGP,RSM,SA G:A351,158920.6
BSP-NGP,RSM,A:A349,160271.57
BSP-NGP,RSM,SA G:A347,161841.76
BSP-NGP,RSM,MUP HOME,162288.33
BSP-NGP,MUP,MUP STR,163371.32
BSP-NGP,MUP,MUP ADV STR,163661.46
BSP-NGP,MUP,A:A345,165802.09
BSP-NGP,MUP,A:A343,167516.92
BSP-NGP,MUP,PMS HOME,169012.51
BSP-NGP,PMS,PMS STR,170248.11
BSP-NGP,PMS,PMS INT STR,170598.01
BSP-NGP,PMS,PMS ADV STR,171078.8
BSP-NGP,PMS,A:A341,172856.65
BSP-NGP,PMS,A:A339,174661.97
BSP-NGP,PMS,DJ OPEN,175050.85
BSP-NGP,PMS,RJN HOME,177142.8
BSP-NGP,RJN,RJN STR,178325.65
BSP-NGP,RJN,RJN ADV STR,178779.97
BSP-NGP,RJN,A:A335,179437.86
BSP-NGP,RJN,A:A333,180951.97
BSP-NGP,RJN,A:A331,182112.46
BSP-NGP,RJN,A:A329,183539.61
BSP-NGP,RJN,SA G:A327,185250.96
BSP-NGP,RJN,SA G:A325,186994.21
BSP-NGP,RJN,BAKL HOME,187477.75
BSP-NGP,BAKL,BAKL STR,188786.69
BSP-NGP,BAKL,BAKL ADV STR,189173.09
BSP-NGP,BAKL,SA G:A317,190736.51
BSP-NGP,BAKL,SA G:A315,192398.56
BSP-NGP,BAKL,SA G:A313,193408.64
BSP-NGP,BAKL,A:A311,194712.83
